date,pollution,dew,temp,press,wnd_dir,wnd_spd
2010-05-17 00:00:00,51.0,13,15.0,1013.0,1,101.93
2010-05-17 01:00:00,49.0,13,14.0,1012.0,1,103.72
2010-05-17 02:00:00,36.0,13,14.0,1012.0,0,0.89
2010-05-17 03:00:00,44.0,13,14.0,1011.0,1,1.79
2010-05-17 04:00:00,41.0,13,14.0,1011.0,1,3.58
2010-05-17 05:00:00,50.0,13,14.0,1011.0,0,0.89
2010-05-17 06:00:00,51.0,13,14.0,1011.0,0,1.78
2010-05-17 07:00:00,48.0,13,14.0,1011.0,0,2.67
2010-05-17 08:00:00,53.0,13,14.0,1011.0,1,1.79
2010-05-17 09:00:00,77.0,13,15.0,1011.0,1,3.58
2010-05-17 10:00:00,74.0,14,16.0,1011.0,1,5.37
2010-05-17 11:00:00,82.0,14,17.0,1011.0,1,7.16
2010-05-17 12:00:00,75.0,14,18.0,1010.0,1,10.29
2010-05-17 13:00:00,76.0,14,19.0,1010.0,1,13.42
2010-05-17 14:00:00,79.0,15,19.0,1009.0,1,16.55
2010-05-17 15:00:00,84.0,14,20.0,1008.0,0,1.79
2010-05-17 16:00:00,89.0,13,20.0,1007.0,1,3.13
2010-05-17 17:00:00,89.33333333333333,13,19.0,1007.0,1,4.92
2010-05-17 18:00:00,89.66666666666667,13,19.0,1008.0,0,0.89
2010-05-17 19:00:00,90.0,13,18.0,1007.0,1,3.13
2010-05-17 20:00:00,83.0,13,18.0,1008.0,1,7.15
2010-05-17 21:00:00,96.0,13,17.0,1008.0,1,10.28
2010-05-17 22:00:00,74.0,13,17.0,1008.0,1,13.41
2010-05-17 23:00:00,84.0,13,16.0,1007.0,1,18.33
2010-05-18 00:00:00,86.0,13,16.0,1006.0,1,22.35
2010-05-18 01:00:00,86.0,13,16.0,1005.0,1,25.48
2010-05-18 02:00:00,94.0,13,16.0,1005.0,1,27.27
2010-05-18 03:00:00,105.0,13,16.0,1004.0,1,29.06
2010-05-18 04:00:00,89.0,14,15.0,1004.0,2,3.13
2010-05-18 05:00:00,79.0,12,15.0,1004.0,2,10.28
2010-05-18 06:00:00,13.0,12,14.0,1005.0,2,16.09
2010-05-18 07:00:00,12.0,11,14.0,1004.0,2,21.9
2010-05-18 08:00:00,17.0,11,13.0,1004.0,2,29.95
2010-05-18 09:00:00,13.0,12,16.0,1003.0,2,33.97
2010-05-18 10:00:00,16.0,9,18.0,1003.0,2,39.78
2010-05-18 11:00:00,37.0,9,19.0,1002.0,2,45.59
2010-05-18 12:00:00,53.0,8,21.0,1001.0,2,48.72
2010-05-18 13:00:00,72.0,6,23.0,1000.0,2,59.9
2010-05-18 14:00:00,64.0,7,24.0,999.0,1,7.15
2010-05-18 15:00:00,60.0,8,25.0,998.0,1,12.07
2010-05-18 16:00:00,54.0,13,14.0,999.0,2,5.81
2010-05-18 17:00:00,29.0,12,18.0,1000.0,1,3.13
2010-05-18 18:00:00,41.0,13,19.0,1000.0,0,0.89
2010-05-18 19:00:00,56.0,10,19.0,1000.0,1,3.13
2010-05-18 20:00:00,33.0,6,20.0,1000.0,2,7.15
2010-05-18 21:00:00,31.0,7,18.0,1001.0,2,11.17
2010-05-18 22:00:00,41.0,7,15.0,1001.0,0,1.79
2010-05-18 23:00:00,58.0,7,17.0,1001.0,2,1.79
2010-05-19 00:00:00,49.0,9,13.0,1001.0,0,0.89
2010-05-19 01:00:00,38.0,9,13.0,1001.0,0,1.78
2010-05-19 02:00:00,41.0,9,14.0,1001.0,1,3.13
2010-05-19 03:00:00,34.0,8,14.0,1001.0,1,6.26
2010-05-19 04:00:00,27.0,9,11.0,1001.0,3,1.79
2010-05-19 05:00:00,23.0,9,11.0,1001.0,0,0.89
2010-05-19 06:00:00,34.0,10,13.0,1001.0,2,0.89
2010-05-19 07:00:00,34.0,10,19.0,1001.0,0,0.89
2010-05-19 08:00:00,43.0,10,21.0,1001.0,2,1.79
2010-05-19 09:00:00,50.0,5,25.0,1001.0,1,4.02
2010-05-19 10:00:00,47.0,6,27.0,1000.0,1,8.94
2010-05-19 11:00:00,44.0,4,29.0,1000.0,2,5.81
2010-05-19 12:00:00,36.0,3,30.0,999.0,1,4.92
2010-05-19 13:00:00,29.0,0,32.0,998.0,2,9.83
2010-05-19 14:00:00,27.0,1,33.0,998.0,2,21.01
2010-05-19 15:00:00,30.0,0,33.0,998.0,2,30.84
2010-05-19 16:00:00,30.0,-2,34.0,997.0,2,39.78
2010-05-19 17:00:00,21.0,-2,33.0,997.0,2,47.83
2010-05-19 18:00:00,19.0,-3,32.0,998.0,2,54.98
2010-05-19 19:00:00,21.0,-2,31.0,999.0,2,62.13
2010-05-19 20:00:00,28.0,-1,29.0,999.0,1,4.02
2010-05-19 21:00:00,32.0,-2,28.0,1000.0,1,8.04
2010-05-19 22:00:00,33.0,0,27.0,1001.0,2,3.13
2010-05-19 23:00:00,44.0,0,26.0,1001.0,2,6.26
2010-05-20 00:00:00,61.0,4,20.0,1002.0,1,3.13
2010-05-20 01:00:00,65.0,7,19.0,1002.0,1,4.92
2010-05-20 02:00:00,66.0,9,16.0,1003.0,0,0.89
2010-05-20 03:00:00,89.0,8,13.0,1003.0,2,1.79
2010-05-20 04:00:00,103.0,9,13.0,1004.0,0,0.89
2010-05-20 05:00:00,113.0,9,13.0,1005.0,0,1.78
2010-05-20 06:00:00,104.0,10,16.0,1005.0,0,2.67
2010-05-20 07:00:00,103.0,9,21.0,1006.0,0,3.56
2010-05-20 08:00:00,75.0,8,22.0,1006.0,3,1.79
2010-05-20 09:00:00,65.0,7,25.0,1006.0,2,1.79
2010-05-20 10:00:00,67.0,9,28.0,1006.0,0,0.89
2010-05-20 11:00:00,53.0,9,30.0,1006.0,0,2.68
2010-05-20 12:00:00,51.0,4,32.0,1005.0,1,1.79
2010-05-20 13:00:00,58.0,5,33.0,1005.0,1,5.81
2010-05-20 14:00:00,39.0,2,34.0,1005.0,1,8.94
2010-05-20 15:00:00,36.0,0,35.0,1004.0,1,13.86
2010-05-20 16:00:00,36.0,-2,35.0,1004.0,1,19.67
2010-05-20 17:00:00,34.0,-1,34.0,1004.0,1,25.48
2010-05-20 18:00:00,37.0,-1,32.0,1004.0,1,29.5
2010-05-20 19:00:00,40.0,-1,30.0,1005.0,1,33.52
2010-05-20 20:00:00,43.0,-1,30.0,1005.0,1,36.65
2010-05-20 21:00:00,54.0,2,29.0,1006.0,1,40.67
2010-05-20 22:00:00,68.0,5,25.0,1006.0,1,43.8
2010-05-20 23:00:00,78.0,7,25.0,1006.0,1,46.93
2010-05-21 00:00:00,93.0,9,24.0,1006.0,1,50.06
2010-05-21 01:00:00,91.0,10,22.0,1007.0,1,51.85
2010-05-21 02:00:00,96.0,10,22.0,1007.0,1,53.64
2010-05-21 03:00:00,106.0,10,20.0,1007.0,1,55.43
2010-05-21 04:00:00,101.0,12,19.0,1007.0,1,57.22
2010-05-21 05:00:00,90.0,12,18.0,1007.0,0,0.45
2010-05-21 06:00:00,95.0,11,19.0,1008.0,0,1.34
2010-05-21 07:00:00,105.0,12,20.0,1008.0,0,2.23
2010-05-21 08:00:00,110.0,13,22.0,1008.0,1,0.89
2010-05-21 09:00:00,116.0,13,24.0,1009.0,1,2.68
2010-05-21 10:00:00,129.0,12,25.0,1008.0,1,4.47
2010-05-21 11:00:00,134.0,13,27.0,1008.0,1,6.26
2010-05-21 12:00:00,120.0,13,27.0,1008.0,1,8.05
2010-05-21 13:00:00,78.0,11,27.0,1008.0,1,9.84
2010-05-21 14:00:00,72.0,7,27.0,1007.0,1,13.86
2010-05-21 15:00:00,79.0,8,28.0,1007.0,1,17.88
2010-05-21 16:00:00,86.0,9,28.0,1006.0,1,21.01
2010-05-21 17:00:00,77.0,8,28.0,1006.0,1,22.8
2010-05-21 18:00:00,82.0,10,27.0,1006.0,1,25.93
2010-05-21 19:00:00,65.0,10,25.0,1006.0,1,27.72
2010-05-21 20:00:00,93.0,12,23.0,1006.0,1,29.51
2010-05-21 21:00:00,148.0,12,21.0,1006.0,0,0.89
2010-05-21 22:00:00,197.0,12,20.0,1007.0,0,1.78
2010-05-21 23:00:00,234.0,12,18.0,1007.0,1,0.89
2010-05-22 00:00:00,229.0,12,17.0,1007.0,2,1.79
2010-05-22 01:00:00,214.0,12,16.0,1006.0,3,0.89
2010-05-22 02:00:00,229.0,12,16.0,1006.0,3,1.78
2010-05-22 03:00:00,198.0,11,16.0,1006.0,2,1.79
2010-05-22 04:00:00,163.0,11,16.0,1006.0,2,2.68
2010-05-22 05:00:00,119.0,11,15.0,1006.0,2,3.57
2010-05-22 06:00:00,124.0,11,16.0,1007.0,2,5.36
2010-05-22 07:00:00,131.0,12,19.0,1007.0,2,8.49
2010-05-22 08:00:00,157.0,12,21.0,1007.0,0,0.89
2010-05-22 09:00:00,178.0,13,24.0,1007.0,0,1.78
2010-05-22 10:00:00,187.0,14,25.0,1007.0,0,2.67
2010-05-22 11:00:00,182.0,14,26.0,1007.0,0,4.46
2010-05-22 12:00:00,174.0,14,28.0,1006.0,1,1.79
2010-05-22 13:00:00,167.0,10,29.0,1005.0,0,3.13
2010-05-22 14:00:00,128.0,8,30.0,1005.0,1,3.13
2010-05-22 15:00:00,108.0,10,30.0,1004.0,1,6.26
2010-05-22 16:00:00,121.0,12,29.0,1004.0,1,12.07
2010-05-22 17:00:00,127.0,13,28.0,1004.0,1,16.09
2010-05-22 18:00:00,118.0,11,27.0,1004.0,1,20.11
2010-05-22 19:00:00,116.0,9,26.0,1004.0,1,24.13
2010-05-22 20:00:00,115.0,9,24.0,1005.0,1,27.26
2010-05-22 21:00:00,123.0,11,22.0,1006.0,1,29.05
2010-05-22 22:00:00,106.0,12,19.0,1006.0,0,0.89
2010-05-22 23:00:00,118.0,12,19.0,1005.0,0,1.78
2010-05-23 00:00:00,149.0,12,18.0,1005.0,0,2.67
2010-05-23 01:00:00,163.0,12,17.0,1004.0,0,3.56
2010-05-23 02:00:00,155.0,13,16.0,1004.0,1,0.89
2010-05-23 03:00:00,150.0,13,18.0,1003.0,1,2.68
2010-05-23 04:00:00,155.0,12,15.0,1003.0,2,1.79
2010-05-23 05:00:00,176.0,11,15.0,1003.0,2,3.58
2010-05-23 06:00:00,165.0,12,16.0,1003.0,0,0.89
2010-05-23 07:00:00,138.0,13,19.0,1003.0,2,3.13
2010-05-23 08:00:00,139.0,12,21.0,1003.0,2,6.26
2010-05-23 09:00:00,140.0,11,24.0,1003.0,2,8.05
2010-05-23 10:00:00,139.0,12,26.0,1002.0,2,11.18
2010-05-23 11:00:00,135.0,11,28.0,1001.0,2,12.97
2010-05-23 12:00:00,115.0,10,31.0,1000.0,0,0.89
2010-05-23 13:00:00,100.0,8,32.0,999.0,0,4.02
2010-05-23 14:00:00,104.0,4,34.0,998.0,2,4.02
2010-05-23 15:00:00,70.0,4,35.0,997.0,1,1.79
2010-05-23 16:00:00,63.0,2,34.0,996.0,0,1.79
2010-05-23 17:00:00,53.0,2,35.0,995.0,1,3.13
2010-05-23 18:00:00,79.0,5,32.0,996.0,1,6.26
2010-05-23 19:00:00,72.0,13,27.0,997.0,1,13.41
2010-05-23 20:00:00,165.0,13,24.0,998.0,1,16.54
2010-05-23 21:00:00,149.0,12,22.0,1000.0,1,20.56
2010-05-23 22:00:00,139.0,11,21.0,1000.0,1,24.58
2010-05-23 23:00:00,93.0,11,20.0,1000.0,1,27.71
2010-05-24 00:00:00,100.0,11,19.0,1000.0,0,0.89
2010-05-24 01:00:00,78.0,11,17.0,1000.0,0,1.78
2010-05-24 02:00:00,78.0,12,17.0,999.0,1,0.89
2010-05-24 03:00:00,73.0,11,16.0,1000.0,3,1.79
2010-05-24 04:00:00,85.0,11,16.0,1000.0,0,0.89
2010-05-24 05:00:00,98.0,10,16.0,1000.0,2,1.79
2010-05-24 06:00:00,47.0,8,20.0,1001.0,3,4.02
2010-05-24 07:00:00,45.0,8,23.0,1003.0,2,1.79
2010-05-24 08:00:00,40.0,6,24.0,1004.0,2,9.84
2010-05-24 09:00:00,35.0,7,26.0,1004.0,2,17.89
2010-05-24 10:00:00,30.0,7,28.0,1004.0,2,25.04
2010-05-24 11:00:00,31.0,7,26.0,1005.0,2,30.85
2010-05-24 12:00:00,24.0,7,26.0,1005.0,2,38.9
2010-05-24 13:00:00,42.0,7,29.0,1005.0,2,46.05
2010-05-24 14:00:00,28.0,7,29.0,1004.0,2,51.86
2010-05-24 15:00:00,23.0,6,29.0,1004.0,2,56.78
2010-05-24 16:00:00,28.0,7,30.0,1003.0,2,60.8
2010-05-24 17:00:00,26.0,7,29.0,1003.0,2,64.82
2010-05-24 18:00:00,23.0,6,29.0,1004.0,2,69.74
2010-05-24 19:00:00,30.0,7,26.0,1004.0,2,72.87
2010-05-24 20:00:00,44.0,6,24.0,1005.0,3,1.79
2010-05-24 21:00:00,45.0,3,23.0,1006.0,2,4.02
2010-05-24 22:00:00,28.0,3,20.0,1007.0,2,7.15
2010-05-24 23:00:00,18.0,1,20.0,1007.0,2,10.28
2010-05-25 00:00:00,20.0,0,20.0,1008.0,0,0.89
2010-05-25 01:00:00,24.0,-2,22.0,1009.0,2,4.92
2010-05-25 02:00:00,18.0,0,17.0,1009.0,2,8.05
2010-05-25 03:00:00,28.0,1,17.0,1010.0,2,9.84
2010-05-25 04:00:00,16.0,1,17.0,1010.0,2,13.86
2010-05-25 05:00:00,14.0,2,18.0,1011.0,2,15.65
2010-05-25 06:00:00,14.0,2,19.0,1012.0,2,19.67
2010-05-25 07:00:00,24.0,4,21.0,1013.0,3,3.13
2010-05-25 08:00:00,29.0,4,23.0,1013.0,2,4.02
2010-05-25 09:00:00,45.0,4,24.0,1013.0,2,8.94
2010-05-25 10:00:00,33.0,6,26.0,1013.0,2,12.07
2010-05-25 11:00:00,46.0,5,27.0,1012.0,2,16.99
2010-05-25 12:00:00,39.0,6,29.0,1012.0,0,3.13
2010-05-25 13:00:00,28.0,6,30.0,1011.0,2,3.13
2010-05-25 14:00:00,55.0,5,30.0,1010.0,2,7.15
2010-05-25 15:00:00,45.0,4,31.0,1009.0,0,1.79
2010-05-25 16:00:00,27.0,4,31.0,1009.0,1,1.79
2010-05-25 17:00:00,48.0,5,31.0,1008.0,1,3.58
2010-05-25 18:00:00,57.0,5,30.0,1008.0,1,5.37
2010-05-25 19:00:00,33.0,5,27.0,1009.0,1,7.16
2010-05-25 20:00:00,43.0,7,28.0,1009.0,1,11.18
2010-05-25 21:00:00,35.0,7,27.0,1010.0,1,15.2
2010-05-25 22:00:00,37.0,7,26.0,1010.0,1,18.33
2010-05-25 23:00:00,39.0,7,26.0,1011.0,2,1.79
2010-05-26 00:00:00,47.0,10,20.0,1011.0,1,1.79
2010-05-26 01:00:00,105.0,9,21.0,1011.0,0,0.89
2010-05-26 02:00:00,104.0,11,20.0,1011.0,0,1.78
2010-05-26 03:00:00,139.0,10,21.0,1011.0,2,0.89
2010-05-26 04:00:00,92.0,10,20.0,1012.0,2,2.68
2010-05-26 05:00:00,86.0,13,19.0,1012.0,3,1.79
2010-05-26 06:00:00,81.0,13,20.0,1012.0,2,1.79
2010-05-26 07:00:00,65.0,12,23.0,1013.0,0,0.89
2010-05-26 08:00:00,131.0,12,24.0,1014.0,0,1.78
2010-05-26 09:00:00,137.0,12,27.0,1014.0,1,4.92
2010-05-26 10:00:00,118.0,11,27.0,1014.0,1,10.73
2010-05-26 11:00:00,115.0,11,29.0,1014.0,1,16.54
2010-05-26 12:00:00,80.0,11,30.0,1014.0,1,21.46
2010-05-26 13:00:00,79.0,11,30.0,1013.0,1,25.48
2010-05-26 14:00:00,62.0,11,30.0,1013.0,1,30.4
2010-05-26 15:00:00,58.0,10,30.0,1012.0,1,35.32
2010-05-26 16:00:00,63.0,10,29.0,1012.0,1,40.24
2010-05-26 17:00:00,72.0,9,29.0,1012.0,1,45.16
2010-05-26 18:00:00,59.0,10,28.0,1012.0,1,49.18
2010-05-26 19:00:00,48.0,11,27.0,1013.0,1,52.31
2010-05-26 20:00:00,40.0,10,26.0,1013.0,1,57.23
2010-05-26 21:00:00,48.0,12,26.0,1015.0,1,61.25
2010-05-26 22:00:00,59.0,12,24.0,1015.0,1,64.38
2010-05-26 23:00:00,78.0,13,24.0,1015.0,2,1.79
2010-05-27 00:00:00,90.0,14,22.0,1015.0,0,0.89
2010-05-27 01:00:00,91.0,11,23.0,1015.0,1,3.13
2010-05-27 02:00:00,98.0,11,22.0,1015.0,1,4.92
2010-05-27 03:00:00,92.0,13,21.0,1015.0,3,0.89
2010-05-27 04:00:00,81.0,13,21.0,1015.0,0,0.89
2010-05-27 05:00:00,74.0,12,21.0,1015.0,1,1.79
2010-05-27 06:00:00,80.0,13,21.0,1015.0,0,0.89
2010-05-27 07:00:00,67.0,14,22.0,1015.0,2,1.79
2010-05-27 08:00:00,108.0,15,21.0,1015.0,2,3.58
2010-05-27 09:00:00,92.0,15,22.0,1015.0,2,6.71
2010-05-27 10:00:00,71.0,15,23.0,1015.0,2,9.84
2010-05-27 11:00:00,92.0,14,23.0,1015.0,0,0.89
2010-05-27 12:00:00,84.0,15,23.0,1015.0,0,1.78
2010-05-27 13:00:00,85.0,15,23.0,1015.0,0,2.67
2010-05-27 14:00:00,83.0,16,22.0,1015.0,2,1.79
2010-05-27 15:00:00,96.0,15,21.0,1015.0,2,4.92
2010-05-27 16:00:00,70.0,16,20.0,1015.0,2,8.05
2010-05-27 17:00:00,72.0,16,20.0,1015.0,2,11.18
2010-05-27 18:00:00,85.0,16,19.0,1015.0,2,14.31
2010-05-27 19:00:00,85.83333333333333,16,18.0,1015.0,3,1.79
2010-05-27 20:00:00,86.66666666666667,16,18.0,1015.0,3,2.68
2010-05-27 21:00:00,87.5,16,18.0,1015.0,2,1.79
2010-05-27 22:00:00,88.33333333333333,16,18.0,1015.0,0,0.89
2010-05-27 23:00:00,89.16666666666667,16,18.0,1014.0,0,1.78
2010-05-28 00:00:00,90.0,16,17.0,1014.0,3,0.89
2010-05-28 01:00:00,89.0,15,17.0,1013.0,2,0.89
2010-05-28 02:00:00,100.0,16,17.0,1013.0,0,0.89
2010-05-28 03:00:00,86.0,16,17.0,1013.0,1,3.13
2010-05-28 04:00:00,83.0,15,17.0,1012.0,3,1.79
2010-05-28 05:00:00,94.0,16,17.0,1011.0,2,1.79
2010-05-28 06:00:00,111.0,16,17.0,1011.0,0,0.89
2010-05-28 07:00:00,133.0,16,17.0,1011.0,1,3.13
2010-05-28 08:00:00,127.0,16,17.0,1011.0,1,6.26
2010-05-28 09:00:00,152.0,16,18.0,1010.0,1,8.05
2010-05-28 10:00:00,157.0,17,19.0,1010.0,1,11.18
2010-05-28 11:00:00,142.0,17,20.0,1009.0,1,15.2
2010-05-28 12:00:00,127.0,16,21.0,1009.0,2,1.79
2010-05-28 13:00:00,132.0,16,24.0,1008.0,1,3.13
2010-05-28 14:00:00,117.0,15,24.0,1008.0,0,1.79
2010-05-28 15:00:00,111.0,15,23.0,1007.0,2,4.02
2010-05-28 16:00:00,108.0,17,23.0,1007.0,0,1.79
2010-05-28 17:00:00,107.0,18,21.0,1007.0,3,4.02
2010-05-28 18:00:00,142.0,18,20.0,1008.0,3,7.15
2010-05-28 19:00:00,180.0,17,20.0,1007.0,1,3.13
2010-05-28 20:00:00,206.0,16,19.0,1008.0,0,0.89
2010-05-28 21:00:00,193.0,16,18.0,1008.0,1,1.79
2010-05-28 22:00:00,186.0,16,18.0,1009.0,1,4.92
2010-05-28 23:00:00,168.0,16,18.0,1009.0,1,8.05
2010-05-29 00:00:00,175.0,16,17.0,1008.0,3,1.79
2010-05-29 01:00:00,181.0,16,17.0,1008.0,0,0.89
2010-05-29 02:00:00,174.0,16,17.0,1008.0,0,1.78
2010-05-29 03:00:00,205.0,16,17.0,1007.0,1,0.89
2010-05-29 04:00:00,219.0,15,16.0,1007.0,1,4.02
2010-05-29 05:00:00,214.0,15,16.0,1007.0,0,0.89
2010-05-29 06:00:00,230.0,15,17.0,1007.0,0,1.78
2010-05-29 07:00:00,242.0,16,17.0,1007.0,0,2.67
2010-05-29 08:00:00,251.0,17,19.0,1007.0,0,3.56
2010-05-29 09:00:00,234.0,17,21.0,1007.0,3,1.79
2010-05-29 10:00:00,187.0,17,23.0,1006.0,0,0.89
2010-05-29 11:00:00,220.0,17,25.0,1006.0,0,1.78
2010-05-29 12:00:00,92.0,16,28.0,1005.0,0,2.67
2010-05-29 13:00:00,28.0,8,31.0,1003.0,2,4.92
2010-05-29 14:00:00,65.0,5,31.0,1003.0,2,12.07
2010-05-29 15:00:00,16.0,7,30.0,1002.0,2,17.88
2010-05-29 16:00:00,19.0,8,31.0,1002.0,2,22.8
2010-05-29 17:00:00,20.0,6,31.0,1002.0,2,26.82
2010-05-29 18:00:00,17.0,7,30.0,1001.0,2,29.95
2010-05-29 19:00:00,22.0,11,26.0,1002.0,1,0.89
2010-05-29 20:00:00,34.0,13,23.0,1002.0,0,0.89
2010-05-29 21:00:00,214.0,15,21.0,1003.0,0,1.78
2010-05-29 22:00:00,314.0,15,20.0,1003.0,3,1.79
2010-05-29 23:00:00,71.0,9,23.0,1004.0,3,6.71
2010-05-30 00:00:00,33.0,11,20.0,1004.0,2,4.02
2010-05-30 01:00:00,26.0,11,19.0,1004.0,2,8.04
2010-05-30 02:00:00,30.0,10,20.0,1004.0,2,11.17
2010-05-30 03:00:00,33.0,8,23.0,1004.0,2,16.98
2010-05-30 04:00:00,22.0,8,23.0,1004.0,2,24.13
2010-05-30 05:00:00,17.0,8,21.0,1005.0,2,29.05
2010-05-30 06:00:00,25.0,11,21.0,1005.0,3,3.13
2010-05-30 07:00:00,29.0,11,23.0,1006.0,2,3.13
2010-05-30 08:00:00,18.0,11,24.0,1007.0,2,8.05
2010-05-30 09:00:00,19.0,10,25.0,1007.0,2,12.07
2010-05-30 10:00:00,23.0,10,27.0,1007.0,2,16.99
2010-05-30 11:00:00,54.0,10,26.0,1007.0,2,21.01
2010-05-30 12:00:00,41.0,10,28.0,1007.0,3,4.02
2010-05-30 13:00:00,26.0,9,28.0,1007.0,2,3.13
2010-05-30 14:00:00,18.0,9,28.0,1007.0,2,6.26
2010-05-30 15:00:00,37.0,12,22.0,1007.0,3,5.81
2010-05-30 16:00:00,39.0,13,23.0,1008.0,3,9.83
2010-05-30 17:00:00,29.0,11,24.0,1008.0,3,12.96
2010-05-30 18:00:00,59.0,11,25.0,1009.0,2,4.02
2010-05-30 19:00:00,97.0,13,23.0,1009.0,2,5.81
2010-05-30 20:00:00,30.0,15,21.0,1010.0,2,7.6
2010-05-30 21:00:00,65.0,15,22.0,1011.0,0,0.89
2010-05-30 22:00:00,83.0,15,21.0,1012.0,1,3.13
2010-05-30 23:00:00,94.0,15,20.0,1013.0,1,7.15
2010-05-31 00:00:00,77.0,15,18.0,1013.0,1,8.94
2010-05-31 01:00:00,69.0,15,18.0,1014.0,1,10.73
2010-05-31 02:00:00,59.0,14,18.0,1014.0,1,12.52
2010-05-31 03:00:00,75.0,14,18.0,1014.0,1,14.31
2010-05-31 04:00:00,88.0,14,18.0,1014.0,1,16.1
2010-05-31 05:00:00,91.0,14,17.0,1015.0,1,17.89
2010-05-31 06:00:00,98.0,14,18.0,1015.0,0,0.89
2010-05-31 07:00:00,118.0,15,20.0,1016.0,3,1.79
2010-05-31 08:00:00,105.0,15,20.0,1016.0,3,2.68
2010-05-31 09:00:00,103.0,15,22.0,1016.0,2,1.79
2010-05-31 10:00:00,77.0,15,23.0,1016.0,0,1.79
2010-05-31 11:00:00,76.0,13,24.0,1016.0,3,1.79
2010-05-31 12:00:00,85.0,11,26.0,1015.0,0,3.13
2010-05-31 13:00:00,69.0,9,27.0,1014.0,0,4.92
2010-05-31 14:00:00,50.0,10,28.0,1014.0,0,8.05
2010-05-31 15:00:00,39.0,10,27.0,1013.0,0,8.94
2010-05-31 16:00:00,45.0,11,26.0,1013.0,1,3.13
2010-05-31 17:00:00,99.0,12,25.0,1013.0,1,7.15
2010-05-31 18:00:00,92.0,12,25.0,1013.0,1,11.17
2010-05-31 19:00:00,79.0,12,24.0,1014.0,1,15.19
2010-05-31 20:00:00,61.0,14,22.0,1015.0,0,0.89
2010-05-31 21:00:00,60.0,16,21.0,1016.0,1,4.92
2010-05-31 22:00:00,132.0,15,20.0,1016.0,1,9.84
2010-05-31 23:00:00,179.0,14,19.0,1017.0,1,12.97
2010-06-01 00:00:00,189.0,14,18.0,1017.0,1,16.1
2010-06-01 01:00:00,177.0,13,17.0,1017.0,0,0.89
2010-06-01 02:00:00,112.0,13,17.0,1017.0,1,1.79
2010-06-01 03:00:00,94.0,14,17.0,1017.0,1,3.58
2010-06-01 04:00:00,87.0,14,17.0,1017.0,1,4.47
2010-06-01 05:00:00,92.0,14,17.0,1017.0,1,6.26
2010-06-01 06:00:00,86.0,14,17.0,1017.0,0,0.89
2010-06-01 07:00:00,87.0,13,18.0,1017.0,0,1.78
2010-06-01 08:00:00,98.0,14,19.0,1017.0,0,2.67
2010-06-01 09:00:00,87.0,14,21.0,1017.0,0,3.56
2010-06-01 10:00:00,106.0,14,21.0,1017.0,0,4.45
2010-06-01 11:00:00,107.0,14,23.0,1016.0,1,1.79
2010-06-01 12:00:00,110.0,14,23.0,1016.0,1,4.92
2010-06-01 13:00:00,120.0,14,25.0,1015.0,1,8.05
2010-06-01 14:00:00,103.0,14,25.0,1014.0,1,9.84
2010-06-01 15:00:00,98.0,14,25.0,1013.0,0,3.13
2010-06-01 16:00:00,138.0,15,25.0,1013.0,1,3.13
2010-06-01 17:00:00,178.0,15,25.0,1012.0,1,7.15
2010-06-01 18:00:00,80.0,14,24.0,1012.0,1,10.28
2010-06-01 19:00:00,100.0,15,24.0,1014.0,3,4.02
2010-06-01 20:00:00,115.0,16,22.0,1012.0,1,7.15
2010-06-01 21:00:00,92.0,17,20.0,1013.0,1,8.94
2010-06-01 22:00:00,91.1,16,21.0,1014.0,0,0.89
2010-06-01 23:00:00,90.2,17,20.0,1014.0,0,1.78
2010-06-02 00:00:00,89.3,16,20.0,1014.0,1,1.79
2010-06-02 01:00:00,88.4,14,18.0,1014.0,1,4.92
2010-06-02 02:00:00,87.5,15,17.0,1014.0,3,1.79
2010-06-02 03:00:00,86.6,15,17.0,1014.0,0,0.89
2010-06-02 04:00:00,85.7,15,17.0,1015.0,0,1.78
2010-06-02 05:00:00,84.8,15,17.0,1015.0,1,0.89
2010-06-02 06:00:00,83.9,16,17.0,1016.0,3,0.89
2010-06-02 07:00:00,83.0,15,18.0,1016.0,0,0.89
2010-06-02 08:00:00,82.1,15,18.0,1017.0,1,3.13
2010-06-02 09:00:00,81.2,15,18.0,1017.0,1,4.92
2010-06-02 10:00:00,80.3,15,20.0,1017.0,1,6.71
2010-06-02 11:00:00,79.4,15,20.0,1017.0,1,8.5
2010-06-02 12:00:00,78.5,15,22.0,1017.0,0,0.89
2010-06-02 13:00:00,77.6,15,24.0,1017.0,1,1.79
2010-06-02 14:00:00,76.7,15,23.0,1016.0,2,3.13
2010-06-02 15:00:00,75.8,14,24.0,1016.0,0,1.79
2010-06-02 16:00:00,74.9,14,24.0,1016.0,1,3.13
2010-06-02 17:00:00,74.0,14,24.0,1016.0,1,6.26
2010-06-02 18:00:00,97.0,13,24.0,1016.0,1,8.05
2010-06-02 19:00:00,119.0,13,23.0,1016.0,1,9.84
2010-06-02 20:00:00,128.0,15,21.0,1016.0,0,0.89
2010-06-02 21:00:00,129.0,15,19.0,1017.0,0,1.78
2010-06-02 22:00:00,141.0,15,19.0,1017.0,0,2.67
2010-06-02 23:00:00,159.0,15,20.0,1018.0,1,1.79
2010-06-03 00:00:00,190.0,15,17.0,1018.0,1,3.58
2010-06-03 01:00:00,154.0,15,17.0,1018.0,1,4.47
